ЛИДЕРСТВО 2;rspp0;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/5abc0407-a38a-4e09-a7d6-bf8167d257ea.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=835084290f13b23b2a97b1f44f1a3d1a62c7f966595b8811dce7c7e34cd1aba7
КОНЦЕРТ БИ-2;rspp0;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/3e733820-37b2-4cd2-acdf-4babd269fbd1.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=ecdf998771c3e868344220f0bf4e92460584847e8657578827f912bba89be799
ЛИДЕРСТВО 3;rspp0;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/4baf1714-d5ab-48da-8b93-b38f2c9b985c.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=256176710b924f29ef369627aa63a465c9fa7ac9264d24365988a2fa68b845fb
АНТИХРУПКОСТЬ 2;rspp0;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/da3ed8d5-ac59-4d22-88ef-862fbceb59f9.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=c49ad6debfe414660be05bebb6e78eb48e9d6b01c29556e4cdaea82a9d266377
ЛИДЕРСТВО 1;rspp0;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/a1fe74ab-9628-4b98-8ebe-88941686a5d3.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=c67e6572ffa864172db20318773c9fcba4f69b4083afbb25fadeb9669f82830f
ВВОДНЫЙ ОБЗОР РАЗВИТИЯ ФИНАНСОВЫХ ТЕХНОЛОГИЙ ЧАСТЬ 4;rspp0;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/1bcdd45d-c1ca-4313-99fd-fa34af0609ea.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=cfffbb416479a3353c29eca31e09b69ab75396c345a91189627f87329e2e15bb
ТОСКАНА ВНЕ ВРЕМЕНИ 2;rspp0;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/bfe7b3a6-999d-445b-9d65-e63828dc8eb9.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=c717a0b30bed7a710626189b1650d340fa4ab2a9167cc6ab8522f47c0f7a8875
ЛЕФКАДИЯ;rspp0;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/6bab4055-c94d-4eea-acfe-1464e51f2ad8.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=43d8ab9b78a0ef461af10caeaa9a6765736d1d0f722975fc6a1e0d652fa94966
ВВОДНЫЙ ОБЗОР РАЗВИТИЯ ФИНАНСОВЫХ ТЕХНОЛОГИЙ ЧАСТЬ 5;rspp0;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/a9feb207-cfcd-42ae-9a40-54cf36ee38ac.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=597f075d73a66a571e02761bb88edc9ae5d4e1617d61ec0d5292e989fd446cbf
НАСТРОЕНИЕ - ЛОНДОН;rspp0;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/2673200d-356f-4c43-98f4-f1d56f950560.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=9e265abdcee0d31008dcf0d0971afbefb061954e8ae6d3ae05164358d1869d99
