БД 2-3 ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ;000001;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/0adce98e-daaf-4de5-b5a8-34408f733146.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=44e52e026d902b51d130310086747c6d32f4fcd5be36460f79a03f3c5979c620
ВС 3 ФИНАНСОВЫЙ УНИВЕРСИТЕТ;000001;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/b6140cb1-af77-47ce-b94d-d7fe9315d84e.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=f71ff1e4eb157a0623e5f15278f34f42429d4f7f3b12922f2158721d17142ff1
метод системного управления стрессом;235916;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/f04523a7-4008-4e14-beb9-31f5b55080e9.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=8b130e603411ca18df230b47d16466c2ee566f945cce6c0fb062cca8073a34ab
БД 2-4 СИСТЕМА УПРАВЛЕНИЯ ОТНОШЕНИЯМИ С КЛИЕНТАМИ (CRM);000001;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/b9fb3324-b015-423e-93a2-08021cea15f4.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=30182dc9aa4fb24eb055649f77db077a5f9557a7e983b4b6008c33f4f3a4fd1a
ВЗАИМОДЕЙСТВИЕ В КОМАНДЕ;000001;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/8006f992-9c97-45b1-8d69-27b462caa236.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=b4d1b4f63a16c12ee6d038010f71641086f5cd5e530836ce423932b4df0176bb
ПСИХОЛОГИЯ ЛИЧНОСТИ;000001;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/98d279ac-d28f-4613-aaa9-15176e148e0d.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=ec543feed57feb49536cb320ab6b6f5ed58175070d3d1226cbf5e619ebb282a2
БД 3-1 КОРПОРАТИВНЫЕ КРЕДИТНЫЕ РИСКИ;000001;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/e3d4e0c4-4fb6-458a-bfc5-44728017179c.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=d1345177df69a90866f2b4b1296d162b50b1a02a8068a2a8697b6a05772c51b3
умение вести себя этично;235918;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/1ca71adc-28b5-4790-8d3c-8c6aa16b2e73.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=5cee4e881cb4622d226656da1a8d1e2b37ef660ea5cdd3ccde93c28bb1c2f4b8
Групповая динамика и руководство;235918;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/7bb2be9b-7ae7-4b79-8710-d322311ea4e0.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=84bcc09dc767a83837039f059e8c3162d24bb99cce855cce655ea9cb53354b15
МОТИВАЦИЯ И САМООЦЕНКА;000001;https://hb.ru-msk.vkcs.cloud/sld-prod-cold/aa6eca66-c8ac-45b2-9c22-a4a350c7b14a.pptx?X-Amz-Expires=432000&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=4BvAAGxVbRSLB347BK9Xyi/20231101/us-east-1/s3/aws4_request&X-Amz-Date=20231101T133254Z&X-Amz-SignedHeaders=host&X-Amz-Signature=dce9d8055acfe4984c02a8ae9ad36f5152450f2f290d6dd1c5bf0005fc375240
